barcode,category,categoryCode,name,topBrand,brandCode,id_oid,cpg_ref,cpg_oid
511111704584,Snacks,null,Tom's,0,TOMS,5afda699e4b0c11cfecd49fd,Cogs,5a734034e4b0d58f376be874
511111017899,Baking,BAKING,test brand @1606765579244,0,TEST BRANDCODE @1606765579244,5fc54c0bbe37ce1911dbb3b5,Cogs,5fc54c0abe37ce1911dbb3b1
511111715320,Baking,BAKING,test brand @1597342520305,null,TEST BRANDCODE @1597342520305,5f358338be37ce443bf9d55b,Cogs,5f358338be37ce443bf9d557
511111000723,Dairy,null,PROMISE,null,PROMISE,592486bfe410d61fcea3d137,Cogs,53e10d6368abd3c7065097cc
511111200529,Snacks,null,OFF THE EATEN PATH,null,OFF THE EATEN PATH,5a4d2295e4b0d5c3fd86b679,Cogs,5332f5fbe4b03c9a25efd0ba
511111116684,Candy & Sweets,CANDY_AND_SWEETS,test brand @1600291350125,null,TEST BRANDCODE @1600291350125,5f628216be37ce78e6e2efaf,Cogs,5332fa12e4b03c9a25efd1e7
511111003199,null,null,Honey Smacks,null,null,5332f9fce4b03c9a25efd1cd,Cpgs,5332f5f2e4b03c9a25efd0aa
511111117070,Baking,BAKING,test brand @1603760319758,null,TEST BRANDCODE @1603760319758,5f9770bfbe37ce03d08a2d85,Cogs,5f9770bfbe37ce03d08a2d83
511111301974,Frozen,null,Nancy's,0,NANCY'S,57ebc293e4b0ac389136a345,Cogs,559c2234e4b06aca36af13c6
511111816492,Baking,BAKING,test brand @1599159966676,null,null,5f513e9ebe37ce21f1287c00,Cogs,5f513e9ebe37ce21f1287bff
511111903413,null,null,Stella Artois,null,null,5332f7b8e4b03c9a25efd145,Cogs,5332f7a7e4b03c9a25efd134
511111704379,Canned Goods & Soups,null,Campbell's Chunky Maxx,0,CAMPBELLS CHUNKY MAXX,5ab153fee4b0915382df761e,Cogs,5a734034e4b0d58f376be874
511111004288,Condiments & Sauces,null,FOOD NETWORK KITCHEN INSPIRATIONS,0,FOOD NETWORK KITCHEN INSPIRATIONS,5aa1b5b9e4b05a92fc9b1631,Cogs,559c2234e4b06aca36af13c6
511111215547,Baking,BAKING,test brand @1597935986390,null,TEST BRANDCODE @1597935986390,5f3e9172be37ce5a0e01b954,Cogs,5f3e9172be37ce5a0e01b952
511111015970,Baking,BAKING,test brand @1598633693744,null,TEST BRANDCODE @1598633693744,5f4936ddbe37ce52f8314fdc,Cogs,5f4936ddbe37ce52f8314fda
511111002437,null,null,Victoria,null,null,57c0829ce4b0718ff5fcb03a,Cpgs,5332f7a7e4b03c9a25efd134
511111500506,Snacks,null,SABRITAS,null,SABRITAS,5a4d244ae4b0bcb2c74ea77f,Cogs,5332f5fbe4b03c9a25efd0ba
511111702177,Beverages,null,Gevalia,0,GEVALIA KAFFE,57ebbfa1e4b0ac389136a330,Cogs,559c2234e4b06aca36af13c6
511111115717,Baking,BAKING,test brand @1598290603501,null,TEST BRANDCODE @1598290603501,5f43faabbe37ce3ef3fd3715,Cogs,5f43faabbe37ce3ef3fd3714
511111600633,Dairy,null,"O, That's Good!",0,O THAT'S GOOD,59d550f4e4b090070b009534,Cogs,559c2234e4b06aca36af13c6
511111801757,Snacks,null,Chester's,1,CHESTER'S,585a9645e4b03e62d1ce0e79,Cogs,5332f5fbe4b03c9a25efd0ba
511111101666,Snacks,null,Miss Vickies,null,MISS VICKIE'S,585a968ee4b03e62d1ce0e82,Cogs,5332f5fbe4b03c9a25efd0ba
511111704867,Condiments & Sauces,null,SIR KENSINGTON'S,null,SIR KENSINGTON'S,5d2f6b82a3a01810a2174aed,Cogs,5332f5f6e4b03c9a25efd0b4
511111217251,Baking,BAKING,test brand @1604946244133,0,null,5fa98944be37ce239d1070fe,Cogs,5fa98944be37ce239d1070fd
511111803232,null,null,Crispix,null,null,5332f9f2e4b03c9a25efd1c8,Cpgs,5332f5f2e4b03c9a25efd0aa
511111502708,null,null,NessAlla,null,null,55a41b55e4b0d0a65b3692ef,Cpgs,55a41b4be4b0d0a65b3692ee
511111001119,Snacks,null,Doritos,1,DORITOS,5887a372e4b02187f85cdad9,Cogs,5332f5fbe4b03c9a25efd0ba
511111101895,Condiments & Sauces,null,A.1.,1,A.1.,57ed0697e4b072ac2294b8f2,Cogs,559c2234e4b06aca36af13c6
511111002642,null,null,RC Cola,null,null,55b630c2e4b0d8e685c1421d,Cpgs,55b62995e4b0d8e685c14213
511111403913,null,null,Amp,null,null,5332f605e4b03c9a25efd0c0,Cogs,5332f5fbe4b03c9a25efd0ba
511111315728,Baking,BAKING,test brand @1598290603587,null,TEST BRANDCODE @1598290603587,5f43faabbe37ce3ef3fd3716,Cogs,5f43faabbe37ce3ef3fd3714
511111505433,Beverages,null,Looza Fruit Juices,null,LOOZA JUICES,5d66de49a3a018093ab3472a,Cogs,5332f5fbe4b03c9a25efd0ba
511111005582,Health & Wellness,null,Aleve®,null,ALEVE,5da605dc1dda2c3e1416ae83,Cogs,5d9b4f591dda2c6225a284aa
511111613961,Beauty,null,Soft-Sheen Carson - Hair Color,null,SOFT-SHEEN CARSON - HAIR COLOR,5e3876bfee7f2d697e835bd3,Cogs,5e28b81cee7f2d697e835bcd
511111217305,Candy & Sweets,CANDY_AND_SWEETS,test brand @1604946245498,0,TEST BRANDCODE @1604946245499,5fa98945be37ce239d107104,Cogs,5332fa12e4b03c9a25efd1e7
511111802075,Baking,null,Kraft Caramels,0,null,57ebc11fe4b0ac389136a33a,Cogs,559c2234e4b06aca36af13c6
511111716150,Baking,BAKING,test brand @1598639199117,null,TEST BRANDCODE @1598639199117,5f494c5f04db711dd8fe87e5,Cogs,5f494c5d04db711dd8fe87e2
511111104698,Baby,null,Pull-Ups,0,PULL UPS,5bd201a990fa074576779a19,Cogs,550b2565e4b001d5e9e4146f
511111417330,Baking,BAKING,test brand @1605535020629,0,TEST BRANDCODE @1605535020629,5fb2852cbe37ce522e165cb1,Cogs,5fb2852cbe37ce522e165cae
511111303893,Beverages,null,Brisk Iced Tea,0,BRISK,5332f60ce4b03c9a25efd0c3,Cogs,5332f5fbe4b03c9a25efd0ba
511111504139,Beverages,null,Chris Brand XYZ,null,CHRISXYZ,5a7e0604e4b0aedb3b84afd3,Cogs,55b62995e4b0d8e685c14213
511111003243,null,null,All-Bran,null,null,5332f9f2e4b03c9a25efd1c7,Cpgs,5332f5f2e4b03c9a25efd0aa
511111002208,Condiments & Sauces,null,Bull's Eye,0,BULL'S-EYE,57ebbd44e4b0ac389136a32d,Cogs,559c2234e4b06aca36af13c6
511111600794,Frozen,null,KLONDIKE,0,KLONDIKE,592486bee410d61fcea3d12f,Cogs,5332f5f6e4b03c9a25efd0b4
511111600848,Frozen,null,FRUTTARE,null,FRUTTARE,592486bee410d61fcea3d12a,Cogs,53e10d6368abd3c7065097cc
511111305569,Health & Wellness,null,AFRIN® NO DRIP PUMP MISTS,null,511111305569,5da60576a60b87376833e349,Cogs,53e10d6368abd3c7065097cc
511111404002,null,null,Betty Crocker,null,null,5332f5f5e4b03c9a25efd0b0,Cpgs,5332f5f3e4b03c9a25efd0ae
511111701859,Baking,null,Knox Gelatin,0,KNOX,580dff9fe4b0f32b2de21382,Cogs,559c2234e4b06aca36af13c6
511111505716,Health & Wellness,null,Claritin® ADULTS,null,511111505716,5da608131dda2c3e1416ae8a,Cogs,53e10d6368abd3c7065097cc
511111501107,Snacks,null,Planters,0,PLANTERS,588b9f8fe4b02187f85cdada,Cogs,559c2234e4b06aca36af13c6
511111800873,Personal Care,PERSONAL_CARE,DEGREE,0,DEGREE,592486bde410d61fcea3d127,Cogs,5332f5f6e4b03c9a25efd0b4
511111000518,Beverages,null,Caleb's Kola,0,CALEB'S KOLA,5a4d23dae4b0bcb2c74ea77e,Cogs,5332f5fbe4b03c9a25efd0ba
511111305408,Beverages,null,Lemon Lemon Sparkling Drinks,null,LEMON LEMON,5d66dc946d5f3b6188d4f04e,Cogs,5332f5fbe4b03c9a25efd0ba
511111300656,Personal Care,PERSONAL_CARE,VASELINE,0,VASELINE,592486bfe410d61fcea3d140,Cogs,5332f5f6e4b03c9a25efd0b4
511111005216,Magazines,null,Cooking Light Magazine,null,511111005216,5d658ff3a3a018514994f432,Cogs,53e10d6368abd3c7065097cc
511111817932,Baking,BAKING,test brand @1607312532178,0,TEST BRANDCODE @1607312532178,5fcda494be37ce688e08b0cc,Cogs,5fcda494be37ce688e08b0cb
511111715047,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,Pinesol,null,PINESOL,5ef4f667be37ce2efae842ea,Cogs,5eebc5412455c97a877ef382
511111202677,null,null,Snapple,null,null,55b6308ee4b0d8e685c1421a,Cogs,55b62995e4b0d8e685c14213
511111603719,null,null,Honest Ade,null,null,5332f760e4b03c9a25efd11b,Cpgs,5332f5ebe4b03c9a25efd0a8
511111215103,Candy & Sweets,CANDY_AND_SWEETS,test brand @1595340086791,null,TEST BRANDCODE @1595340086791,5f16f536be37ce2b30061e29,Cogs,5332fa12e4b03c9a25efd1e7
511111005148,Magazines,null,Shape,null,511111005148,5d642dbfa3a018514994f42e,Cogs,5d5d4fd16d5f3b23d1bc7905
511111013914,Beauty,null,Essie,null,ESSIE,5e3875d2ee7f2d697e835bce,Cogs,5e28b81cee7f2d697e835bcd
511111303220,null,null,Pop-tarts,null,null,5332f9f3e4b03c9a25efd1c9,Cpgs,5332f5f2e4b03c9a25efd0aa
511111204923,Grocery,null,Brand1,1,987654321,5c45f91b87ff3552f950f027,Cogs,5c45f8b087ff3552f950f026
511111601449,Snacks,null,Jell-O Refrigerated Pudding & Gelatin,0,null,58861c7d4e8d0d20bc42c4d6,Cogs,559c2234e4b06aca36af13c6
511111502586,null,null,Diet Dr. Pepper,null,null,55b630fde4b0d8e685c14223,Cogs,55b62995e4b0d8e685c14213
511111404446,Canned Goods & Soups,null,Campbell's Well Yes!,0,CAMPBELLS WELL YES,5ab158e8e4b0915382df7622,Cogs,5a734034e4b0d58f376be874
511111717966,Baking,BAKING,test brand @1607312532304,0,TEST BRANDCODE @1607312532304,5fcda494be37ce688e08b0cf,Cogs,5fcda494be37ce688e08b0cb
511111215615,Baking,BAKING,test brand @1598026274643,null,TEST BRANDCODE @1598026274643,5f3ff222be37ce1c81aa1e0e,Cogs,5f3ff222be37ce1c81aa1e0c
511111816775,Baking,BAKING,test brand @1601644881995,null,TEST BRANDCODE @1601644881995,5f772952be37ce6b592e90d2,Cogs,5f772951be37ce6b592e90d1
511111717249,Baking,BAKING,test brand @1604437352935,0,null,5fa1c568be37ce402c4618f6,Cogs,5fa1c568be37ce402c4618f5
511111217749,null,null,Beef Steak,0,BEEF STEAK,5fb82236be37ce522e165cdf,Cogs,5fb6b608be37ce522e165cb9
511111300588,Beauty,null,POND'S,0,POND'S,5a02188be4b00d6a5ccb394d,Cogs,5332f5f6e4b03c9a25efd0b4
511111713937,Beauty,null,L’Oreal Paris - Cosmetics,null,L’OREAL PARIS - COSMETICS,5e387617ee7f2d697e835bd0,Cogs,5e28b81cee7f2d697e835bcd
511111801962,Deli,null,P3,0,null,57ebc2ace4b0ac389136a346,Cogs,559c2234e4b06aca36af13c6
511111605829,Health & Wellness,null,ONE A DAY® MENS,null,511111605829,5da6094ca60b87376833e357,Cogs,53e10d6368abd3c7065097cc
511111615095,Baking,BAKING,test brand @1595340086078,null,TEST BRANDCODE @1595340086078,5f16f536be37ce2b30061e28,Cogs,5f16f535be37ce2b30061e24
511111917045,Candy & Sweets,CANDY_AND_SWEETS,test brand @1602694020787,null,TEST BRANDCODE @1602694020787,5f872b84be37ce66db5dd97a,Cogs,5332fa12e4b03c9a25efd1e7
511111501497,Beverages,null,Tazo,null,null,585a9726e4b03e62d1ce0e95,Cogs,53e10d6368abd3c7065097cc
511111516910,Baking,BAKING,test brand @1601939013649,null,TEST BRANDCODE @1601939013649,5f7ba645be37ce23081c528d,Cogs,5f7ba644be37ce23081c5289
511111803393,Snacks,null,Cheez-It,null,null,5332f7d3e4b03c9a25efd14e,Cpgs,5332f5f2e4b03c9a25efd0aa
511111316480,Baking,BAKING,test brand @1599097546963,null,null,5f504acabe37ce0b793c9418,Cogs,5f504acabe37ce0b793c9417
511111604525,Snacks,null,Snack Factory,0,SNACK FACTORY,5afda3a8e4b03bf01c2a2967,Cogs,5a734034e4b0d58f376be874
511111202448,null,null,Jupiler,null,null,57c08294e4b0718ff5fcb039,Cpgs,5332f7a7e4b03c9a25efd134
511111703617,null,null,Gardetto's,null,null,5332f77ce4b03c9a25efd12a,Cpgs,5332f5f3e4b03c9a25efd0ae
511111403289,null,null,Danimals,null,null,5332f9ede4b03c9a25efd1c2,Cpgs,5332f7ffe4b03c9a25efd16b
511111201403,Beer Wine Spirits,null,Miller 64,0,MILLER64,58861c7e4e8d0d20bc42c4e2,Cogs,5332f709e4b03c9a25efd0f1
511111700814,Dairy,null,I CAN'T BELIEVE IT'S NOT BUTTER!,null,I CAN'T BELIEVE IT'S NOT BUTTER!,592486bee410d61fcea3d12d,Cogs,53e10d6368abd3c7065097cc
511111805786,Health & Wellness,null,ONE A DAY® ENERGY ,null,511111805786,5da608dfa60b87376833e354,Cogs,53e10d6368abd3c7065097cc
511111419532,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610496647142,0,TEST BRANDCODE @1610496647142,5ffe3a87be37ce7aab2d4fd9,Cogs,5332fa12e4b03c9a25efd1e7
511111619543,Baking,BAKING,test brand @1610496647311,0,null,5ffe3a87be37ce7aab2d4fdb,Cogs,5ffe3a87be37ce7aab2d4fda
511111719519,Baking,BAKING,test brand @1610496646289,0,TEST BRANDCODE @1610496646289,5ffe3a86be37ce7aab2d4fd7,Cogs,5ffe3a85be37ce7aab2d4fd4
511111119555,Baking,BAKING,test brand @1610562170795,0,null,5fff3a7abe37ce2bb793010e,Cogs,5fff3a7abe37ce2bb793010d
511111919520,Baking,BAKING,test brand @1610496646345,0,TEST BRANDCODE @1610496646345,5ffe3a86be37ce7aab2d4fd8,Cogs,5ffe3a85be37ce7aab2d4fd4
511111219507,Baking,BAKING,test brand @1610496646232,0,TEST BRANDCODE @1610496646232,5ffe3a86be37ce7aab2d4fd6,Cogs,5ffe3a85be37ce7aab2d4fd4
511111219385,Baking,BAKING,test brand @1610495466218,0,TEST BRANDCODE @1610495466218,5ffe35eabe37ce5e01754c47,Cogs,5ffe35eabe37ce5e01754c45
511111119326,Baking,BAKING,test brand @1610495102462,0,TEST BRANDCODE @1610495102462,5ffe347ebe37ce5e01754c3f,Cogs,5ffe347ebe37ce5e01754c3d
511111719397,Baking,BAKING,test brand @1610495466250,0,TEST BRANDCODE @1610495466250,5ffe35eabe37ce5e01754c48,Cogs,5ffe35eabe37ce5e01754c45
511111501985,Condiments & Sauces,null,Miracle Whip,0,KRAFT MIRACLE WHIP,57ebc28be4b0ac389136a344,Cogs,559c2234e4b06aca36af13c6
511111400998,Beer Wine Spirits,null,Redd's Wicked,0,null,58b59989e4b0857c2ddb7255,Cogs,5332f709e4b03c9a25efd0f1
511111015697,Candy & Sweets,CANDY_AND_SWEETS,test brand @1598042674173,null,TEST BRANDCODE @1598042674173,5f403232be37ce5f78d9ed19,Cogs,5332fa12e4b03c9a25efd1e7
511111216094,Baking,BAKING,test brand @1598635634796,null,TEST BRANDCODE @1598635634796,5f493e72be37ce64d0ae36c4,Cogs,5f493e72be37ce64d0ae36c2
511111300212,Beer Wine Spirits,null,Sheaf Stout,null,SHEAF STOUT,5a5d257fe4b06ba572cf24a3,Cogs,5332f709e4b03c9a25efd0f1
511111001768,Snacks,null,Cheetos,1,CHEETOS,585a963ce4b03e62d1ce0e78,Cogs,5332f5fbe4b03c9a25efd0ba
511111217817,Grocery,GROCERY,Nature's Harvest,0,NATURES HARVEST,5fb82a68be37ce522e165ce6,Cogs,5fb6b608be37ce522e165cb9
511111605058,Magazines,null,Health Magazine,null,511111605058,5d6415d5a3a018514994f429,Cogs,5d5d4fd16d5f3b23d1bc7905
511111402961,null,null,Fanta,null,null,5332fa7ae4b03c9a25efd229,Cpgs,5332f5ebe4b03c9a25efd0a8
511111216148,Baking,BAKING,test brand @1598639198570,null,TEST BRANDCODE @1598639198570,5f494c5e04db711dd8fe87e4,Cogs,5f494c5d04db711dd8fe87e2
511111316763,Baking,BAKING,test brand @1601644881253,null,null,5f772951be37ce6b592e90d0,Cogs,5f772951be37ce6b592e90cf
511111616467,Baking,BAKING,test brand @1599097538609,null,TEST BRANDCODE @1599097538609,5f504ac2be37ce0b793c9415,Cogs,5f504ac2be37ce0b793c9411
511111704706,Household,null,Scott,0,SCOTT,5bd201cc965c7d66d92731ee,Cogs,550b2565e4b001d5e9e4146f
511111218135,Baking,BAKING,test brand @1607639231674,0,TEST BRANDCODE @1607639231674,5fd2a0bfbe37ce49eb72c0f1,Cogs,5fd2a0bfbe37ce49eb72c0ef
511111505921,Health & Wellness,null,EPIC™,null,EPIC,5daf3507a60b87376833e35c,Cogs,5332f5f3e4b03c9a25efd0ae
511111901426,Beer Wine Spirits,null,Grolsch Lager,0,GROLSCH,58861c7e4e8d0d20bc42c4de,Cogs,5332f709e4b03c9a25efd0f1
511111417101,Candy & Sweets,CANDY_AND_SWEETS,test brand @1603760320407,null,TEST BRANDCODE @1603760320407,5f9770c0be37ce03d08a2d88,Cogs,5332fa12e4b03c9a25efd1e7
511111400042,Beer Wine Spirits,null,Magnum,null,MAGNUM,5a5e32c3e4b06ba572cf24aa,Cogs,5332f709e4b03c9a25efd0f1
511111817147,Baking,BAKING,test brand @1603925787411,null,TEST BRANDCODE @1603925787411,5f99f71bbe37ce13da9eade9,Cogs,5f99f71bbe37ce13da9eade6
511111819417,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610495466861,0,TEST BRANDCODE @1610495466861,5ffe35eabe37ce5e01754c4a,Cogs,5332fa12e4b03c9a25efd1e7
511111519430,Baking,BAKING,test brand @1610495618015,0,null,5ffe3682be37ce5e01754c55,Cogs,5ffe3681be37ce5e01754c54
511111819349,Baking,BAKING,test brand @1610495102526,0,TEST BRANDCODE @1610495102526,5ffe347ebe37ce5e01754c41,Cogs,5ffe347ebe37ce5e01754c3d
511111619338,Baking,BAKING,test brand @1610495102491,0,TEST BRANDCODE @1610495102491,5ffe347ebe37ce5e01754c40,Cogs,5ffe347ebe37ce5e01754c3d
511111519362,Baking,BAKING,test brand @1610495104441,0,null,5ffe3480be37ce5e01754c44,Cogs,5ffe3480be37ce5e01754c43
511111019374,Baking,BAKING,test brand @1610495466174,0,TEST BRANDCODE @1610495466175,5ffe35eabe37ce5e01754c46,Cogs,5ffe35eabe37ce5e01754c45
511111019428,Baking,BAKING,test brand @1610495481412,0,null,5ffe35f9be37ce5e01754c4c,Cogs,5ffe35f9be37ce5e01754c4b
511111319351,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610495103255,0,TEST BRANDCODE @1610495103255,5ffe347fbe37ce5e01754c42,Cogs,5332fa12e4b03c9a25efd1e7
511111319405,Baking,BAKING,test brand @1610495466285,0,TEST BRANDCODE @1610495466285,5ffe35eabe37ce5e01754c49,Cogs,5ffe35eabe37ce5e01754c45
511111118886,Baking,BAKING,test brand @1610049763071,0,null,5ff768e3be37ce1e961f32a0,Cogs,5ff768e3be37ce1e961f329f
511111718840,Baking,BAKING,test brand @1610049748118,0,TEST BRANDCODE @1610049748118,5ff768d4be37ce1e961f329b,Cogs,5ff768d4be37ce1e961f3299
511111418863,Baking,BAKING,test brand @1610049748181,0,TEST BRANDCODE @1610049748181,5ff768d4be37ce1e961f329d,Cogs,5ff768d4be37ce1e961f3299
511111218852,Baking,BAKING,test brand @1610049748154,0,TEST BRANDCODE @1610049748154,5ff768d4be37ce1e961f329c,Cogs,5ff768d4be37ce1e961f3299
511111918875,Candy & Sweets,CANDY_AND_SWEETS,test brand @1610049748724,0,TEST BRANDCODE @1610049748724,5ff768d4be37ce1e961f329e,Cogs,5332fa12e4b03c9a25efd1e7
511111618898,Baking,BAKING,test brand @1610053719706,0,TEST BRANDCODE @1610053719707,5ff77857be37ce58ce50083a,Cogs,5ff77857be37ce58ce500839
511111518327,Baking,BAKING,test brand @1607987891932,0,TEST BRANDCODE @1607987891932,5fd7f2b3be37ce733975586c,Cogs,5fd7f2b3be37ce7339755868
511111318316,Baking,BAKING,test brand @1607987891893,0,TEST BRANDCODE @1607987891893,5fd7f2b3be37ce733975586b,Cogs,5fd7f2b3be37ce7339755868
511111818304,Baking,BAKING,test brand @1607987891852,0,TEST BRANDCODE @1607987891852,5fd7f2b3be37ce733975586a,Cogs,5fd7f2b3be37ce7339755868
511111218340,Baking,BAKING,test brand @1607987896065,0,null,5fd7f2b8be37ce733975586f,Cogs,5fd7f2b8be37ce733975586e
511111018339,Candy & Sweets,CANDY_AND_SWEETS,test brand @1607987892540,0,TEST BRANDCODE @1607987892541,5fd7f2b4be37ce733975586d,Cogs,5332fa12e4b03c9a25efd1e7
511111618171,Baking,BAKING,test brand @1607707829961,0,TEST BRANDCODE @1607707829962,5fd3acb6be37ce0d9386bb3f,Cogs,5fd3acb5be37ce0d9386bb3e
511111702948,null,null,Diet Cherry Coke,null,null,5332fa7be4b03c9a25efd22b,Cpgs,5332f5ebe4b03c9a25efd0a8
511111701415,Beer Wine Spirits,null,Killians,0,KILLIAN'S,58861c7e4e8d0d20bc42c4e0,Cogs,5332f709e4b03c9a25efd0f1
511111403630,null,null,Cheerios,null,null,5332f775e4b03c9a25efd127,Cpgs,5332f5f3e4b03c9a25efd0ae
511111301813,null,null,.,null,null,581ce962e4b058c71f74c443,Cpgs,581ce8d5e4b058c71f74c442
511111903130,null,null,Frosted Flakes,null,null,5332fa08e4b03c9a25efd1d8,Cpgs,5332f5f2e4b03c9a25efd0aa
511111715481,Baking,BAKING,test brand @1597861700880,null,TEST BRANDCODE @1597861700880,5f3d6f44be37ce4ddbb1bb3b,Cogs,5f3d6f44be37ce4ddbb1bb3a
511111616696,Baking,BAKING,test brand @1600291381675,null,null,5f628235be37ce78e6e2efb1,Cogs,5f628235be37ce78e6e2efb0
511111301028,Beer Wine Spirits,null,Henry's Hard Sparkling,0,null,58b5988ce4b0857c2ddb7252,Cogs,5332f709e4b03c9a25efd0f1
511111115595,Baking,BAKING,test brand @1598026240846,null,null,5f3ff200be37ce1c81aa1e0b,Cogs,5f3ff200be37ce1c81aa1e0a
511111302063,Grocery,null,Kraft Macaroni & Cheese,0,null,57ebc125e4b0ac389136a33b,Cogs,559c2234e4b06aca36af13c6
511111403401,null,null,Cascadian Farm,null,null,5332f7c8e4b03c9a25efd148,Cpgs,5332f5f3e4b03c9a25efd0ae
511111901938,Grocery,null,Shake N' Bake,0,KRAFT SHAKE 'N BAKE,57ebc2c8e4b0ac389136a349,Cogs,559c2234e4b06aca36af13c6
511111401087,Condiments & Sauces,null,HP Sauce,0,HP,588ba032e4b02187f85cdadc,Cogs,559c2234e4b06aca36af13c6
511111815891,Baking,BAKING,test brand @1598633573683,null,null,5f493665be37ce52f8314fca,Cogs,5f493665be37ce52f8314fc9
511111206262,Breakfast & Cereal,null,Drumstick™ Cereal,null,DRUMSTICK CEREAL,5dc0773ea60b873d6b0666ce,Cogs,5332f5f3e4b03c9a25efd0ae
511111105602,Health & Wellness,null,ALEVE® D SINUS & COLD,null,ALEVE D SINUS & COLD,5da60649a60b87376833e34b,Cogs,53e10d6368abd3c7065097cc
511111601883,Dairy,null,Cheez Whiz,0,CHEEZ WHIZ,580dff84e4b0f32b2de2137f,Cogs,559c2234e4b06aca36af13c6
511111818021,Candy & Sweets,CANDY_AND_SWEETS,test brand @1607463685522,0,TEST BRANDCODE @1607463685522,5fcff305be37ce6d53dfc688,Cogs,5332fa12e4b03c9a25efd1e7
511111812449,Magazines,null,Test brand1,1,null,5d66961cee7f2d201c7281cc,Cogs,5c4f20b01b4181298aacffc1
511111502371,Frozen,null,Cool Whip,0,COOL WHIP,57d957f2e4b0ac389136a2b4,Cogs,559c2234e4b06aca36af13c6
511111006022,Breakfast & Cereal,null,Trix™,null,TRIX,5daf59751dda2c3e1416ae99,Cogs,5332f5f3e4b03c9a25efd0ae
511111405740,Health & Wellness,null,Flintstones™ Vitamins,0,FLINTSTONES,5da60859a60b87376833e352,Cogs,5d9b4f591dda2c6225a284aa
511111217695,Beer Wine Spirits,BEER_WINE_SPIRITS,Absolut® Grapefruit,0,ABSOLUT® GRAPEFRUIT,5fb81935be37ce522e165cda,Cogs,5fb6d381be37ce522e165cbd
511111317432,Beer Wine Spirits,BEER_WINE_SPIRITS,Altos®,0,ALTOS,5fb6d726be37ce522e165cc0,Cogs,5fb6d381be37ce522e165cbd
511111417545,Beer Wine Spirits,BEER_WINE_SPIRITS,Del Maguey® Vida,0,DEL MAGUEY ,5fb800f1be37ce522e165ccb,Cogs,5fb6d381be37ce522e165cbd
511111917601,Beer Wine Spirits,BEER_WINE_SPIRITS,Jameson® Black Barrel ,0,JAMESON® BLACK BARREL ,5fb80b63be37ce522e165cd1,Cogs,5fb6d381be37ce522e165cbd
511111817581,Beer Wine Spirits,BEER_WINE_SPIRITS,Jameson® ,0,JAMESON,5fb808a1be37ce522e165ccf,Cogs,5fb6d381be37ce522e165cbd
511111217466,Beer Wine Spirits,BEER_WINE_SPIRITS,Monkey 47®,0,MONKEY 47,5fb7e62dbe37ce522e165cc3,Cogs,5fb6d381be37ce522e165cbd
511111417613,Beer Wine Spirits,BEER_WINE_SPIRITS,Malibu® Original,0,MALIBU,5fb80d7cbe37ce522e165cd2,Cogs,5fb6d381be37ce522e165cbd
511111417491,Beer Wine Spirits,BEER_WINE_SPIRITS,Lillet®,0,LILLET,5fb7e962be37ce522e165cc6,Cogs,5fb6d381be37ce522e165cbd
511111705161,Magazines,null,Traditional Home,null,511111705161,5d642de76d5f3b23d1bc7911,Cogs,5d5d4fd16d5f3b23d1bc7905
511111902461,Baby,null,Antarctica,1,AMP2,57c0827de4b0718ff5fcb037,Cogs,5332f7a7e4b03c9a25efd134
511111815501,Baking,BAKING,test brand @1597861700940,null,TEST BRANDCODE @1597861700940,5f3d6f44be37ce4ddbb1bb3d,Cogs,5f3d6f44be37ce4ddbb1bb3a
511111717195,Baking,BAKING,test brand @1604437351567,0,TEST BRANDCODE @1604437351567,5fa1c567be37ce402c4618f0,Cogs,5fa1c567be37ce402c4618ef
511111603153,null,null,Fruit Flavored Snacks,null,null,5332fa03e4b03c9a25efd1d5,Cpgs,53e10d6368abd3c7065097cc
511111404163,Snacks,null,Kelsen,0,KELSEN,5a8c3577e4b07f0a2dac8945,Cogs,5a734034e4b0d58f376be874
511111405818,Health & Wellness,null,ONE A DAY® KIDS AND TEENS,null,511111405818,5da60932a60b87376833e356,Cogs,53e10d6368abd3c7065097cc
511111605614,Health & Wellness,null,ALEVE® DIRECT THERAPY PAIN RELIEF DEVICES,null,ALEVE DIRECT THERAPY PAIN RELIEF DEVICES,5da606581dda2c3e1416ae85,Cogs,53e10d6368abd3c7065097cc
511111600404,Beer Wine Spirits,null,Colorado Native,null,COLORADO NATIVE,5a5d1ba9e4b0db471c2d0422,Cogs,5332f709e4b03c9a25efd0f1
511111801528,Beverages,null,SoBe,null,SOBE,585a9714e4b03e62d1ce0e92,Cogs,5332f5fbe4b03c9a25efd0ba
511111502098,Dairy,null,Knudsen,0,KNUDSEN,57ebc026e4b0ac389136a338,Cogs,559c2234e4b06aca36af13c6
511111105763,Health & Wellness,null,MiraLAX® Laxatives,null,511111105763,5da608a8a60b87376833e353,Cogs,53e10d6368abd3c7065097cc
511111317920,Baking,BAKING,test brand @1607312508610,0,null,5fcda47cbe37ce688e08b0c3,Cogs,5fcda47cbe37ce688e08b0c2
511111005421,Magazines,null,Pillsbury Magazine,null,511111005421,5d66dda06d5f3b6188d4f050,Cogs,5d5d4fd16d5f3b23d1bc7905
